label,area,bbox-0,bbox-1,bbox-2,bbox-3,centroid-0,centroid-1,eccentricity,equivalent_diameter,extent,major_axis_length,minor_axis_length,orientation,perimeter,solidity,intensity_mean,intensity_min,intensity_max
1,860.0,1112,331,1144,366,1128.074418604651,348.96860465116276,0.37913066913030224,33.090572803628525,0.7678571428571429,34.47375970446851,31.900057219809145,-1.5633912124191565,108.32590180780451,0.9695603156708005,1731.2906976744187,603.0,2808.0
2,415.0,1601,381,1623,406,1612.1084337349398,393.55180722891566,0.499122816614144,22.98683125324351,0.7545454545454545,25.009426510616784,21.67144971283818,1.2407366841637486,75.94112549695429,0.9606481481481481,1361.689156626506,626.0,1972.0
3,136.0,1162,1165,1176,1179,1168.5,1171.360294117647,0.4139471920035619,13.159049284959082,0.6938775510204082,13.81686699195209,12.577506410078392,-0.9992776505554406,42.04163056034261,0.9379310344827586,1360.860294117647,599.0,2106.0
4,709.0,1916,1207,1946,1238,1930.5077574047955,1220.849083215797,0.38095896558732156,30.045412914740087,0.7623655913978494,31.453448360957537,29.081605027287296,-1.3373897471223763,99.25483399593904,0.9659400544959128,1048.1057827926657,534.0,1664.0
5,361.0,1486,1283,1505,1307,1495.4459833795013,1295.5567867036011,0.6734089168792368,21.43920417481474,0.7916666666666666,25.212278548140468,18.63868623985828,-1.4168263701140371,70.2842712474619,0.9704301075268817,1447.9833795013851,602.0,2852.0
6,498.0,2186,1205,2212,1230,2198.9116465863453,1217.214859437751,0.3558025776254673,25.180812005932435,0.7661538461538462,26.070072849533325,24.364077021069658,-0.3180934111665029,81.59797974644665,0.9632495164410058,1323.9598393574297,586.0,2167.0
7,408.0,1818,522,1839,548,1827.6151960784314,534.3553921568628,0.6064903883966372,22.792141940852034,0.7472527472527473,25.575473978787066,20.334824525157796,-1.4388437432425571,74.18376618407356,0.96,2064.674019607843,984.0,2800.0
8,519.0,338,720,362,749,349.1868978805395,732.6705202312139,0.5881464891393219,25.70625067405882,0.7456896551724138,28.857045737234763,23.338263206841823,-1.3873319216109277,85.01219330881975,0.9682835820895522,1101.606936416185,504.0,1699.0
9,475.0,1480,967,1506,990,1492.4126315789474,978.4778947368421,0.547388183183047,24.592453796829673,0.794314381270903,26.956676223523914,22.559471671667193,-0.3499142319566218,79.35533905932738,0.9713701431492843,1214.5347368421053,523.0,2099.0
10,399.0,1390,1171,1411,1195,1400.5563909774437,1182.6315789473683,0.49161358989164106,22.539356209735228,0.7916666666666666,24.20573681942622,21.078681377602237,-1.280936434764552,72.52691193458118,0.9661016949152542,2253.779448621554,907.0,3950.0
