label,area,bbox-0,bbox-1,bbox-2,bbox-3,centroid-0,centroid-1,eccentricity,equivalent_diameter,extent,major_axis_length,minor_axis_length,orientation,perimeter,solidity,intensity_mean,intensity_min,intensity_max
1,762.0,4736,2126,4767,2160,4752.0761154855645,2142.535433070866,0.4751066424842736,31.14817062185505,0.7229601518026565,33.48149198679866,29.461309759420725,-1.1640087492561781,103.7401153701776,0.9633375474083439,8368.175853018372,1548.0,14784.0
2,1184.0,4345,611,4383,651,4363.670608108108,630.777027027027,0.49817337727047184,38.826738479640966,0.7789473684210526,41.725686893346385,36.17940175500428,-0.9493832759441546,126.81118318204308,0.9760923330585326,1156.504222972973,779.0,3417.0
3,415.0,3902,2323,3925,2347,3913.50843373494,2334.720481927711,0.6264353241435695,22.98683125324351,0.7518115942028986,26.135432207447575,20.371874259497844,-0.7452149790213229,74.76955262170047,0.9651162790697675,12855.90843373494,2587.0,19742.0
4,129.0,2029,2854,2043,2866,2035.7131782945737,2859.6821705426355,0.44291657175974947,12.815923738491737,0.7678571428571429,13.57069671490379,12.166982269366587,-0.3916076269024347,40.384776310850235,0.9485294117647058,1131.7519379844962,480.0,1792.0
5,1236.0,1892,3573,1934,3613,1912.9045307443366,3591.5137540453075,0.43037431161590745,39.67019129387532,0.7357142857142858,41.83796352655985,37.765059316184406,-0.4370371658604276,130.71067811865476,0.9716981132075472,13149.516181229774,2397.0,20246.0
6,704.0,1546,2237,1576,2268,1560.0539772727273,2251.622159090909,0.5834901057478763,29.93928254807644,0.7569892473118279,33.274614780678085,27.022988393094998,0.8843029320178892,98.08326112068522,0.9683631361760661,1301.3110795454545,763.0,3459.0
7,548.0,3253,2977,3277,3007,3264.0273722627735,2991.0784671532847,0.6192279924944863,26.414679072721462,0.7611111111111111,30.034854653210076,23.583705501592902,-1.3645079533084714,87.01219330881976,0.9681978798586572,1960.206204379562,900.0,3129.0
8,1038.0,4423,630,4460,665,4441.4884393063585,646.1994219653179,0.4334137619104286,36.3541283410165,0.8015444015444015,38.400531895364146,34.60636910896882,0.4389234870898774,118.9116882454314,0.9746478873239437,1103.2842003853564,736.0,1598.0
9,677.0,3408,1233,3441,1259,3424.6779911373706,1245.2422451994091,0.6265739551798505,29.35954992478095,0.789044289044289,33.368978627192504,26.00651288569525,0.19474598952036418,96.42640687119285,0.9727011494252874,15401.007385524372,2479.0,22141.0
10,865.0,2579,431,2618,460,2598.7872832369944,445.3606936416185,0.7039256164904996,33.186626918021,0.7648099027409372,39.5101412307215,28.06301413095679,0.07349461293086547,112.08326112068524,0.9621802002224694,1460.2739884393063,773.0,3879.0
11,601.0,3408,1096,3434,1129,3421.267886855241,1113.2828618968385,0.6335187661428264,27.66255531193445,0.7004662004662005,31.669174983420632,24.503306034507442,-1.425053088391527,92.91168824543142,0.9554848966613673,7146.326123128119,2930.0,9436.0
12,699.0,2554,640,2588,667,2570.3762517882687,652.8698140200286,0.6473571390783022,29.83277462405867,0.761437908496732,34.21182621725028,26.075802714528788,-0.24031978710753482,98.66904755831214,0.9654696132596685,1537.4263233190272,805.0,3122.0
13,865.0,4413,823,4450,854,4431.653179190752,838.1121387283237,0.5779070175180557,33.186626918021,0.7541412380122058,36.86638943929255,30.08675684719746,-0.0014001030162058288,109.74011537017762,0.9686450167973124,1132.171098265896,726.0,1645.0
14,169.0,2981,376,2996,391,2987.798816568047,382.7278106508876,0.32852734296453545,14.668929172241665,0.7511111111111111,15.10308502044746,14.264780130353595,-1.355573013765411,46.04163056034261,0.9548022598870056,2109.408284023669,1022.0,5383.0
15,570.0,2843,2865,2868,2897,2855.8701754385966,2879.959649122807,0.6358118483940473,26.939683377854365,0.7125,30.868983669570824,23.826042493159132,1.3837042239521662,89.74011537017762,0.967741935483871,2171.978947368421,1100.0,3072.0
16,528.0,2987,2285,3009,2316,2997.723484848485,2299.8882575757575,0.7636575438821899,25.928179257714298,0.7741935483870968,32.36704193423257,20.896859026672278,1.270751901077666,86.76955262170047,0.9635036496350365,11367.65909090909,2074.0,17994.0
17,580.0,1436,2721,1467,2746,1451.498275862069,2733.1758620689657,0.5979422053204863,27.17496892263898,0.7483870967741936,30.46103411848161,24.41571348778484,-0.06351960961788417,89.25483399593904,0.9650582362728786,1861.298275862069,978.0,2810.0
18,1123.0,1263,3819,1300,3858,1281.5592163846839,3837.3437221727518,0.29186851530026264,37.813331098140345,0.7782397782397782,38.73312367461046,37.046623498270826,1.1573682111191474,123.39696961966999,0.9756733275412685,1606.8655387355298,782.0,2616.0
19,547.0,4285,1092,4311,1119,4297.495429616088,1104.8829981718463,0.28242824987984555,26.390567083147985,0.7792022792022792,26.95591638092921,25.85849858819134,0.9745284840643806,85.59797974644665,0.9664310954063604,3206.3491773308956,1062.0,5390.0
20,598.0,2137,1099,2165,1129,2151.540133779264,1113.61872909699,0.5219904568294969,27.59342761875783,0.7119047619047619,29.995340974421815,25.58456583076753,-0.9758668825189852,90.32590180780451,0.9707792207792207,1553.5284280936455,822.0,2349.0
21,713.0,2317,1116,2348,1146,2332.6507713884994,1130.0575035063114,0.30644673710363035,30.130048048354833,0.7666666666666667,31.035525938863245,29.542338728349865,0.4965256059780989,97.49747468305833,0.9767123287671233,1444.8092566619916,800.0,2264.0
22,399.0,1669,2763,1690,2787,1678.5563909774437,2774.4285714285716,0.5145327674127761,22.539356209735228,0.7916666666666666,24.387312062185657,20.91140597027437,1.1070414845289116,72.52691193458118,0.9684466019417476,2012.8671679197994,936.0,2880.0
