label,area,bbox-0,bbox-1,bbox-2,bbox-3,centroid-0,centroid-1,eccentricity,equivalent_diameter,extent,major_axis_length,minor_axis_length,orientation,perimeter,solidity,intensity_mean,intensity_min,intensity_max
1,1132.0,2562,483,2599,522,2580.513250883392,501.48851590106005,0.3154070211555167,37.96455142155909,0.7844767844767845,39.043210223197654,37.050307548499525,1.3828656427851211,123.9827560572969,0.9750215331610681,792.5812720848056,512.0,1254.0
2,756.0,810,2063,838,2098,823.8306878306878,2079.7195767195767,0.6847673393129309,31.025297674958463,0.7714285714285715,36.395013132130806,26.52329353004411,1.2979791247562793,102.66904755831214,0.9618320610687023,797.8333333333334,529.0,1137.0
3,689.0,1457,2742,1487,2771,1471.9535558780842,2755.673439767779,0.28062960977577944,29.618609797263055,0.7919540229885057,30.265086270591993,29.04891827332212,-0.18010553861734113,95.84062043356595,0.9690576652601969,4291.7692307692305,903.0,10133.0
4,852.0,1218,2452,1250,2487,1234.0809859154929,2468.442488262911,0.6774947463792224,32.9363035587535,0.7607142857142857,38.505172451687514,28.321617559112898,0.9336598576398375,108.9116882454314,0.9759450171821306,820.7136150234742,540.0,1077.0
5,695.0,3220,1600,3252,1627,3235.1338129496403,1612.9338129496402,0.5266883617264724,29.747293718772774,0.8043981481481481,32.298532912653485,27.45564084790575,-0.21174868043323516,96.42640687119284,0.9733893557422969,1641.221582733813,613.0,3188.0
6,1036.0,1755,2674,1793,2709,1772.9932432432433,2690.915057915058,0.4335156015200379,36.319088209172165,0.7789473684210526,38.27902915980005,34.49499634589485,-0.42803784541978346,117.98275605729688,0.9727699530516432,1224.665057915058,494.0,2021.0
7,743.0,2260,463,2293,492,2276.230148048452,476.4078061911171,0.5100409416679138,30.757389059187485,0.7763845350052246,33.26517014978708,28.61304026799647,0.3515075305637278,100.08326112068522,0.9725130890052356,826.271870794078,514.0,1187.0
8,813.0,1137,2611,1167,2648,1151.0024600246002,2630.2041820418203,0.6104103037093733,32.173649930800316,0.7324324324324324,36.344178151441525,28.787692435242924,1.4718405213831571,105.9827560572969,0.9748201438848921,826.0639606396064,439.0,1115.0
9,788.0,1817,2387,1855,2415,1834.8058375634519,2400.214467005076,0.7160220848365378,31.675112647807715,0.7406015037593985,38.029242174320665,26.547363152953515,-0.02520957277467891,106.32590180780451,0.9609756097560975,5367.58502538071,1402.0,12741.0
10,483.0,1184,1520,1207,1548,1195.4534161490683,1533.51966873706,0.57111971099507,24.798683434954437,0.75,27.394033534963178,22.486852185913747,1.4042227225987667,81.01219330881975,0.9583333333333334,856.72049689441,619.0,1182.0
11,636.0,2294,465,2322,494,2307.921383647799,478.6839622641509,0.3736441154659115,28.456639830653998,0.7832512315270936,29.585622101017126,27.442798806644195,1.1364899728464999,92.42640687119285,0.9636363636363636,760.5471698113207,509.0,1188.0
12,965.0,1744,2740,1783,2773,1762.3150259067359,2755.281865284974,0.5309221233823341,35.0524772401243,0.7498057498057498,38.20972042428744,32.37970478490045,-0.006272593965232334,115.9827560572969,0.965965965965966,809.9243523316062,441.0,1110.0
