label,area,bbox-0,bbox-1,bbox-2,bbox-3,centroid-0,centroid-1,eccentricity,equivalent_diameter,extent,major_axis_length,minor_axis_length,orientation,perimeter,solidity,intensity_mean,intensity_min,intensity_max
1,377.0,1020,660,1042,682,1030.7214854111405,670.3527851458886,0.31786207393597266,21.909160375631842,0.7789256198347108,22.521850559228625,21.353799006356258,-1.0192092692867396,70.52691193458118,0.9568527918781726,1354.132625994695,571.0,2072.0
2,111.0,479,504,491,516,484.44144144144144,509.76576576576576,0.43368347134401686,11.888212206450685,0.7708333333333334,12.605165524025024,11.358077057340102,0.1191905450858206,37.55634918610404,0.940677966101695,485.05405405405406,381.0,606.0
3,475.0,1600,651,1625,676,1611.9473684210527,662.8547368421052,0.2636465968243931,24.592453796829673,0.76,25.055429613561998,24.168951988690807,-0.8144748971068257,79.01219330881976,0.9674134419551935,660.0463157894737,350.0,1077.0
4,445.0,1095,477,1120,500,1107.2516853932584,487.72808988764046,0.5948009133451982,23.803184606416586,0.7739130434782608,26.57374739205586,21.361919249742908,-0.5432007114711804,77.35533905932738,0.9611231101511879,565.8584269662921,383.0,812.0
5,398.0,1188,472,1209,495,1198.0804020100502,482.30904522613065,0.42098838273502137,22.511093682995384,0.8240165631469979,23.677943443599787,21.477458142577884,1.1551078945556443,71.698484809835,0.9754901960784313,569.143216080402,449.0,753.0
6,714.0,1258,1584,1290,1611,1273.5406162464985,1597.3851540616247,0.5414348716191851,30.15116971098976,0.8263888888888888,33.05988862254215,27.794859868690057,0.17671087426589271,100.18376618407356,0.9596774193548387,604.2296918767507,435.0,1056.0
7,583.0,1084,1798,1116,1822,1099.017152658662,1809.2830188679245,0.6890246699697589,27.245158369526866,0.7591145833333334,32.07699443539346,23.247413153365834,-0.15895167752584763,91.25483399593904,0.9573070607553367,699.3584905660377,489.0,1151.0
8,578.0,1022,1316,1048,1345,1034.1712802768166,1329.508650519031,0.5618675981718118,27.128075067297424,0.76657824933687,29.894504117674433,24.729546244692425,-1.0156009482417563,88.42640687119284,0.9681742043551089,587.4671280276816,441.0,808.0
9,333.0,1276,591,1294,615,1285.003003003003,602.6846846846847,0.6874436637408714,20.590987552733093,0.7708333333333334,24.163389340384313,17.54836450307596,-1.4737727529434683,67.11269837220809,0.9568965517241379,532.6426426426426,382.0,716.0
10,350.0,1022,495,1044,516,1032.597142857143,504.8542857142857,0.4631657856772898,21.11004122822376,0.7575757575757576,22.467544374934135,19.912347844971507,-0.32540134833945705,68.76955262170047,0.9562841530054644,494.18857142857144,378.0,650.0
11,537.0,1209,711,1237,735,1221.875232774674,722.6890130353818,0.4731735960868565,26.148224328293928,0.7991071428571429,27.873601223688276,24.5557844340395,0.14704540813862318,84.18376618407356,0.9728260869565217,494.3445065176909,383.0,639.0
12,336.0,1430,1720,1450,1743,1439.4880952380952,1730.860119047619,0.5864071781882246,20.683531783305643,0.7304347826086957,23.03027560090438,18.654901688123527,1.4153220082955988,67.94112549695427,0.9491525423728814,583.75,410.0,794.0
