,index,axis-0,axis-1
0,0,1749,889
1,0,9283,889
2,0,9283,9344
3,0,1749,9344
4,1,10731,6334
5,1,18093,6334
6,1,18093,14604
7,1,10731,14604
8,2,2950,12369
9,2,10145,12369
10,2,10145,18770
11,2,2950,18770
