index,shape-type,vertex-index,axis-0,axis-1
0,polygon,0,9119.723895822463,3728.930660218331
0,polygon,1,9611.95390567991,3142.9425532451814
0,polygon,2,10022.145580561111,2638.992781248273
0,polygon,3,10291.70010976876,2381.158014180087
0,polygon,4,10549.534876836946,2240.5208685065313
0,polygon,5,10807.369643905133,2064.7244364145863
0,polygon,6,11158.962508089022,1877.2082421831783
0,polygon,7,11346.478702320428,1818.6094314858633
0,polygon,8,11698.071566504317,1736.5710965096227
0,polygon,9,12073.103954967133,1642.8129993939187
0,polygon,10,12495.015391987801,1549.0549022782147
0,polygon,11,12623.932775521895,1549.0549022782147
0,polygon,12,12905.207066869007,1443.5770430230477
0,polygon,13,13256.799931052894,1326.3794216284182
0,polygon,14,13420.876601005377,1302.9398973494922
0,polygon,15,13713.870654491951,1384.9782323257332
0,polygon,16,14030.304232257453,1513.8956158598257
0,polygon,17,14534.254004254362,1677.9722858123077
0,polygon,18,15014.764251972345,1806.8896693464003
0,polygon,19,15366.357116156234,2287.399917064383
0,polygon,20,16046.103320245089,3248.4204125003484
0,polygon,21,16257.059038755426,3529.69470384746
0,polygon,22,16491.454281544684,3893.007330170813
0,polygon,23,16737.569286473412,4314.918767191481
0,polygon,24,16889.92619428643,4549.314009980741
0,polygon,25,17007.123815681058,4771.989490630537
0,polygon,26,17194.640009912466,5240.779976209057
0,polygon,27,17358.71667986495,5850.207607461132
0,polygon,28,17335.277155586027,6166.641185226633
0,polygon,29,17229.79929633086,6658.871195084079
0,polygon,30,17136.041199215157,6963.585010710117
0,polygon,31,17089.162150657303,7197.980253499376
0,polygon,32,17065.722626378378,7326.897637033469
0,polygon,33,16960.24476712321,7573.012641962192
0,polygon,34,16866.486670007507,7748.8090740541365
0,polygon,35,16737.569286473416,7877.72645758823
0,polygon,36,16514.89380582362,8159.000748935342
0,polygon,37,16303.938087313285,8311.35765674836
0,polygon,38,16116.421893081879,8428.555278142989
0,polygon,39,15905.466174571546,8616.071472374397
0,polygon,40,15694.510456061213,8756.708618047953
0,polygon,41,15424.955926853563,8897.345763721509
0,polygon,42,15178.840921924839,9096.58172009238
0,polygon,43,15061.64330053021,9166.900292929158
0,polygon,44,14921.006154856655,9272.378152184325
0,polygon,45,14803.808533462026,9377.856011439491
0,polygon,46,14680.954598117425,9450.859309434258
0,polygon,47,14549.235668764022,9533.183640280133
0,polygon,48,14392.819440156858,9590.810671872247
0,polygon,49,14244.63564463428,9652.553920006654
0,polygon,50,14096.451849111703,9701.94851851418
0,polygon,51,13972.96535284289,9771.924199733174
0,polygon,52,13870.059939285544,9796.621498986937
0,polygon,53,13643.668029459384,9858.364747121344
0,polygon,54,13466.670718140751,9870.713396748226
0,polygon,55,13306.138272991291,9891.294479459695
0,polygon,56,13125.024745130364,9903.643129086577
0,polygon,57,12882.16796913503,9924.224211798046
0,polygon,58,12670.811824079761,9928.684831994253
0,polygon,59,12511.708480328585,9915.991778713458
0,polygon,60,12305.897653213895,9907.75934562887
0,polygon,61,12001.297629084153,9891.294479459695
0,polygon,62,11779.021935800287,9850.132314036757
0,polygon,63,11498.835610133463,9811.487210599622
0,polygon,64,11252.72060520474,9717.729113483918
0,polygon,65,11088.64393525226,9577.091967810362
0,polygon,66,10971.446313857628,9448.17458427627
0,polygon,67,10877.688216741923,9037.982909395065
0,polygon,68,10748.77083320783,8510.59361311923
0,polygon,69,10526.095352558032,8264.478608190508
0,polygon,70,10467.496541860715,8100.401938238026
0,polygon,71,10256.540823350382,8006.6438411223235
0,polygon,72,9975.26653200327,7819.1276468909155
0,polygon,73,9494.756284285286,7315.177874894006
0,polygon,74,9236.9215172171,7069.062869965283
0,polygon,75,9201.762230798711,6951.865248570653
0,polygon,76,9025.965798706768,6740.909530060319
0,polygon,77,8920.4879394516,6541.673573689449
0,polygon,78,8791.570555917506,6260.399282342337
0,polygon,79,8639.213648104485,5885.366893879522
0,polygon,80,8615.77412382556,5768.169272484892
0,polygon,81,8604.054361686096,5440.015932579928
0,polygon,82,8615.774123825558,4889.187112025167
0,polygon,83,8650.933410243946,4607.912820678055
0,polygon,84,8756.411269499113,4268.039718633629
0,polygon,85,8897.048415172669,4010.204951565443
0,polygon,86,8979.08675014891,3834.4085194734976
0,polygon,87,9061.12508512515,3740.6504223577936
1,polygon,0,2114.851699375821,8117.419087855233
1,polygon,1,2304.9878384192284,7841.721686242293
1,polygon,2,2495.1239774626356,7518.4902498685005
1,polygon,3,2609.2056608886796,7299.833689968582
1,polygon,4,2789.834992979917,7071.670323116494
1,polygon,5,3046.5187806885165,6824.493342360064
1,polygon,6,3208.1344988754126,6662.877624173168
1,polygon,7,3331.722989253627,6520.2755198906125
1,polygon,8,3445.804672679672,6396.687029512398
1,polygon,9,4101.774352379427,6254.084925229843
1,polygon,10,4320.430912279345,6178.03046961248
1,polygon,11,4539.087472179263,6111.482820947287
1,polygon,12,4700.703190366159,6063.948786186435
1,polygon,13,4843.305294648715,6025.921558377754
1,polygon,14,5004.921012835611,5978.387523616902
1,polygon,15,5233.0843796877,5978.387523616902
1,polygon,16,5470.754553491959,6016.414751425584
1,polygon,17,5784.47918291358,6120.989627899458
1,polygon,18,6193.2718818569065,6301.618959990695
1,polygon,19,6706.639457274106,6463.2346781775905
1,polygon,20,7029.870893647898,6577.3163616036345
1,polygon,21,7210.500225739134,6643.864010268828
1,polygon,22,7505.211241256416,7043.149902259983
1,polygon,23,7600.27931077812,7195.258813494708
1,polygon,24,7942.524361056253,7727.640002816248
1,polygon,25,8151.674114004,8145.939508711745
1,polygon,26,8436.878322569111,8697.334311937626
1,polygon,27,8655.53488246903,9068.09978307227
1,polygon,28,8779.123372847243,9286.756342972187
1,polygon,29,8836.164214560267,9486.399288967765
1,polygon,30,8760.109758942905,10522.641246754334
1,polygon,31,8627.014461612518,11169.104119501919
1,polygon,32,8455.891936473452,11777.539764440822
1,polygon,33,8284.769411334386,12110.278007766785
1,polygon,34,8161.180920956171,12309.920953762361
1,polygon,35,8037.592430577956,12500.057092805768
1,polygon,36,7942.524361056253,12690.193231849176
1,polygon,37,7733.374608108505,12832.79533613173
1,polygon,38,7505.211241256416,13013.424668222968
1,polygon,39,7248.527453547817,13203.560807266374
1,polygon,40,7029.870893647898,13403.203753261952
1,polygon,41,6858.748368508831,13574.326278401018
1,polygon,42,6678.1190364175945,13678.901154874893
1,polygon,43,6421.435248708995,13859.53048696613
1,polygon,44,6145.737847096054,14040.159819057368
1,polygon,45,5898.560866339625,14173.255116387752
1,polygon,46,5565.822623013662,14277.829992861625
1,polygon,47,5109.4958893094845,14401.41848323984
1,polygon,48,4881.332522457396,14439.445711048522
1,polygon,49,4158.815194092449,14429.938904096352
1,polygon,50,3778.542916005634,14363.39125543116
1,polygon,51,3550.3795491535457,14144.73469553124
1,polygon,52,3464.8182865840126,14030.653012105196
1,polygon,53,3369.750217062309,13973.612170392174
1,polygon,54,2903.916676405961,13678.901154874893
1,polygon,55,2808.8486068842576,13583.83308535319
1,polygon,56,2637.7260817451906,13469.751401927146
1,polygon,57,2476.110363558295,13279.615262883737
1,polygon,58,2304.9878384192284,13079.972316888161
1,polygon,59,2124.3585063279916,12870.822563940412
1,polygon,60,1991.2632089976064,12737.727266610027
1,polygon,61,1981.756402045436,12357.454988523214
1,polygon,62,1962.7427881410954,12015.209938245082
1,polygon,63,1953.2359811889248,11758.526150536482
1,polygon,64,1953.2359811889248,11302.199416832304
1,polygon,65,1981.756402045436,11140.583698645407
1,polygon,66,2000.7700159497767,10959.954366554171
1,polygon,67,2010.276822901947,10608.202509323868
1,polygon,68,1867.6747186193916,10170.88938952403
1,polygon,69,1810.6338769063696,9971.246443528453
1,polygon,70,1801.1270699541992,9790.617111437217
1,polygon,71,1820.14068385854,9695.549041915512
1,polygon,72,1839.1542977628806,9457.878868111255
1,polygon,73,1867.6747186193916,9229.715501259165
1,polygon,74,1905.7019464280731,8849.443223172351
1,polygon,75,1915.2087533802435,8659.307084128945
1,polygon,76,1953.2359811889248,8469.170945085536
1,polygon,77,2057.8108576627988,8183.966736520426
2,polygon,0,9725.44689767266,10977.960710452098
2,polygon,1,9819.204994788364,10837.323564778542
2,polygon,2,9948.122378322458,10661.527132686599
2,polygon,3,10112.199048274939,10509.170224873578
2,polygon,4,10241.116431809032,10391.97260347895
2,polygon,5,10393.47333962205,10298.214506363245
2,polygon,6,10557.550009574532,10227.895933526466
2,polygon,7,10674.747630969163,10181.016884968616
2,polygon,8,10803.665014503254,10145.857598550227
2,polygon,9,11002.900970874125,10110.698312131837
2,polygon,10,11166.977640826608,10028.659977155596
2,polygon,11,11295.895024360701,9970.061166458281
2,polygon,12,11495.130980731572,9911.462355760967
2,polygon,13,11624.048364265665,9899.742593621504
2,polygon,14,13019.735952951947,9942.222475197279
2,polygon,15,13203.37996397759,9935.544511159982
2,polygon,16,13567.32900401023,9938.88349317863
2,polygon,17,13850.803170763633,9934.901880039892
2,polygon,18,13979.720554297724,9958.341404318819
2,polygon,19,14132.077462110745,9958.341404318819
2,polygon,20,14378.192467039467,9981.780928597744
2,polygon,21,14671.186520526042,10157.57736068969
2,polygon,22,14964.180574012616,10321.65403064217
2,polygon,23,15151.696768244024,10356.81331706056
2,polygon,24,15350.932724614895,10415.412127757874
2,polygon,25,15573.608205264693,10509.170224873578
2,polygon,26,15819.723210193415,10579.488797710357
2,polygon,27,16042.398690843213,10684.966656965524
2,polygon,28,16253.354409353546,10743.565467662838
2,polygon,29,16335.392744329787,10907.642137615321
2,polygon,30,16429.15084144549,11083.438569707265
2,polygon,31,16546.34846284012,11235.795477520285
2,polygon,32,16722.144894932066,11505.350006727933
2,polygon,33,16804.183229908303,11704.585963098805
2,polygon,34,16897.94132702401,11974.140492306453
2,polygon,35,16944.82037558186,12173.376448677325
2,polygon,36,17003.419186279178,12372.612405048196
2,polygon,37,17038.578472697565,12536.689075000677
2,polygon,38,17062.017996976494,12735.925031371547
2,polygon,39,17062.017996976494,13286.753851926307
