,index,axis-0,axis-1
0,0,12659,1647
1,0,20106,1647
2,0,20106,9156
3,0,12659,9156
4,1,3654,6058
5,1,9630,6058
6,1,9630,16547
7,1,3654,16547
8,2,10283,11560
9,2,18859,11560
10,2,18859,20097
11,2,10283,20097
