,index,axis-0,axis-1
0,0,12534,1777
1,0,18130,1777
2,0,18130,8114
3,0,12534,8114
4,1,13304,9510
5,1,19953,9510
6,1,19953,17555
7,1,13304,17555
8,2,2294,9969
9,2,6766,9969
10,2,6766,14134
11,2,2294,14134
