,index,axis-0,axis-1
0,0,7952,807
1,0,15723,807
2,0,15723,8500
3,0,7952,8500
4,1,1925,7599
5,1,3710,7599
6,1,3710,10114
7,1,1925,10114
8,2,7248,10638
9,2,17243,10638
10,2,17243,17724
11,2,7248,17724
