,index,axis-0,axis-1
0,0,8915,533
1,0,16234,533
2,0,16234,8384
3,0,8915,8384
4,1,2015,7148
5,1,3984,7148
6,1,3984,8930
7,1,2015,8930
8,2,6486,10735
9,2,16941,10735
10,2,16941,17423
11,2,6486,17423
