index,shape-type,vertex-index,axis-0,axis-1
0,polygon,0,8206.474957270815,2558.5152073112345
0,polygon,1,8438.661749062536,2431.8678663339338
0,polygon,2,8881.92744248309,2136.3574040535636
0,polygon,3,9145.776069519135,1925.2785024247273
0,polygon,4,9325.193135903644,1777.5232712845427
0,polygon,5,9472.94836704383,1650.875930307241
0,polygon,6,9662.919378509783,1492.5667540856143
0,polygon,7,9979.537730953036,1397.5812483526383
0,polygon,8,10370.033698966383,1292.0417975382202
0,polygon,9,10602.220490758102,1239.272072131011
0,polygon,10,10887.17700795703,1197.0562918052442
0,polygon,11,11214.349305481725,1112.62473115371
0,polygon,12,11562.629493169305,1017.6392254207335
0,polygon,13,11752.600504635257,985.9773901764083
0,polygon,14,11942.57151610121,933.2076647691993
0,polygon,15,12069.21885707851,933.2076647691993
0,polygon,16,12575.808220987716,1144.2865663980351
0,polygon,17,12850.210793105203,1239.272072131011
0,polygon,18,12976.858134082504,1302.595742619662
0,polygon,19,13114.059420141248,1344.8115229454293
0,polygon,20,13272.368596362874,1408.13519343408
0,polygon,21,13599.54089388757,1608.6601499814738
0,polygon,22,13694.526399620545,1682.5377655515663
0,polygon,23,13852.835575842173,1956.940337669053
0,polygon,24,14053.360532389566,2315.7744704380734
0,polygon,25,14222.223653692636,2516.2994269854676
0,polygon,26,14475.518335647239,2832.917779428721
0,polygon,27,14623.273566787424,3054.5506261389987
0,polygon,28,14697.151182357517,3160.090076953417
0,polygon,29,14834.352468416258,3318.399253175044
0,polygon,30,15077.09320528942,3656.125495781181
0,polygon,31,15193.18660118528,3846.096507247133
0,polygon,32,15298.726051999698,4046.6214637945272
0,polygon,33,15393.711557732675,4268.254310504804
0,polygon,34,15425.373392976999,4373.7937613192225
0,polygon,35,15509.804953628533,4743.181839169685
0,polygon,36,15573.128624117182,5123.123862101589
0,polygon,37,15604.790459361508,5376.418544056192
0,polygon,38,15604.790459361508,5534.727720277819
0,polygon,39,15615.34440444295,5840.792127639632
0,polygon,40,15615.34440444295,6020.209194024141
0,polygon,41,15594.236514280066,6146.856535001443
0,polygon,42,15573.128624117182,6252.395985815861
0,polygon,43,15520.358898709974,6505.690667770463
0,polygon,44,15224.848436429604,7128.373427575529
0,polygon,45,15129.862930696627,7276.128658715714
0,polygon,46,15045.431370045093,7392.222054611573
0,polygon,47,14897.676138904908,7529.423340670317
0,polygon,48,14813.244578253374,7708.840407054828
0,polygon,49,14517.734115973004,7930.473253765105
0,polygon,50,14359.424939751378,8078.22848490529
0,polygon,51,14127.238147959659,8310.41527669701
0,polygon,52,13747.296125027753,8500.386288162961
0,polygon,53,13705.080344701986,8616.47968405882
0,polygon,54,13536.217223398919,8753.680970117564
0,polygon,55,13409.569882421616,8838.112530769098
0,polygon,56,13304.030431607198,8922.544091420634
0,polygon,57,13166.829145548454,8985.867761909283
0,polygon,58,13061.289694734038,9028.083542235052
0,polygon,59,12860.764738186643,9112.515102886586
0,polygon,60,12533.592440661947,9218.054553701004
0,polygon,61,12406.945099684644,9270.824279108212
0,polygon,62,12174.758307892926,9386.917675004071
0,polygon,63,12058.664911997066,9397.471620085515
0,polygon,64,11921.46362593832,9418.579510248397
0,polygon,65,11794.816284961022,9439.687400411281
0,polygon,66,10971.60856860856,9439.687400411281
0,polygon,67,10855.515172712701,9450.241345492723
0,polygon,68,10718.313886653958,9450.241345492723
0,polygon,69,10549.45076535089,9429.133455329838
0,polygon,70,10359.479753884936,9429.133455329838
0,polygon,71,10222.278467826194,9386.917675004071
0,polygon,72,10011.199566197358,9313.040059433979
0,polygon,73,9842.336444894292,9239.162443863886
0,polygon,74,9736.796994079874,9186.392718456678
0,polygon,75,9652.365433428338,9070.299322560819
0,polygon,76,9599.59570802113,8933.098036502075
0,polygon,77,9504.610202288153,8827.558585687657
0,polygon,78,9441.286531799504,8722.019134873239
0,polygon,79,9367.408916229411,8637.587574221705
0,polygon,80,9187.9918498449,8257.645551289801
0,polygon,81,9114.114234274808,8078.22848490529
0,polygon,82,9029.682673623272,7919.919308683664
0,polygon,83,8966.359003134623,7803.825912787803
0,polygon,84,8871.373497401646,7666.624626729061
0,polygon,85,8744.726156424345,7561.085175914643
0,polygon,86,8639.186705609927,7476.653615263109
0,polygon,87,8501.985419551183,7371.114164448691
0,polygon,88,8364.784133492441,7181.143152982739
0,polygon,89,8090.381561374954,7033.387921842554
0,polygon,90,7963.734220397653,6917.294525946694
0,polygon,91,7921.518440071885,6811.755075132276
0,polygon,92,7784.3171540131425,6685.1077341549735
0,polygon,93,7668.223758117283,6495.136722689022
0,polygon,94,7531.022472058539,6294.611766141628
0,polygon,95,7393.821185999796,6072.978919431351
0,polygon,96,7161.634394208077,5872.4539628839575
0,polygon,97,7129.972558963752,5724.698731743772
0,polygon,98,7129.972558963752,5492.511939952052
0,polygon,99,7108.8646688008685,5218.109367834566
0,polygon,100,7024.433108149335,5038.692301450055
0,polygon,101,7013.8791630678925,4922.598905554196
0,polygon,102,7045.540998312218,4458.225321970756
0,polygon,103,7077.202833556544,4204.930640016153
0,polygon,104,7203.850174533844,4025.513573631644
0,polygon,105,7341.051460592588,3719.4491662698315
0,polygon,106,7446.590911407007,3381.7229236636945
0,polygon,107,7488.806691732774,3223.4137474420672
0,polygon,108,7573.238252384308,3054.5506261389987
0,polygon,109,7678.777703198726,2917.349340080256
0,polygon,110,7805.425044176028,2801.2559441843964
0,polygon,111,7900.410549909004,2737.932273695745
0,polygon,112,8058.719726130631,2642.946767962769
0,polygon,113,8153.705231863607,2579.623097474119
1,polygon,0,9719.5886396877,9674.439167410967
1,polygon,1,9861.1208962385,9603.673039135565
1,polygon,2,10030.959604099464,9532.906910860163
1,polygon,3,10172.491860650265,9476.294008239844
1,polygon,4,10328.177342856148,9433.834331274602
1,polygon,5,10512.16927637219,9419.681105619522
1,polygon,6,10894.306369059357,9419.681105619522
1,polygon,7,11205.67733347112,9391.374654309362
