index,shape-type,vertex-index,axis-0,axis-1
0,polygon,0,12316.969494710873,4923.620617881874
0,polygon,1,12697.751568903404,3937.048880201221
0,polygon,2,12836.21777770069,3781.274395304276
0,polygon,3,13026.608814796955,3556.2668060086885
0,polygon,4,13199.691575793562,3192.7930079158164
0,polygon,5,13338.157784590847,3071.635075218192
0,polygon,6,13840.097791481003,2777.3943815239622
0,polygon,7,13978.564000278287,2621.619896627017
0,polygon,8,14099.721932975912,2465.845411730072
0,polygon,9,14497.812283268106,2136.9881658365207
0,polygon,10,14636.278492065388,2015.8302331388963
0,polygon,11,15103.601946756226,1756.2060916439882
0,polygon,12,15345.917812151472,1721.5895394446666
0,polygon,13,15657.466781945364,1721.5895394446666
0,polygon,14,16263.256445433484,1686.9729872453458
0,polygon,15,16609.421967426693,1738.897815544327
0,polygon,16,16782.5047284233,1808.1309199429693
0,polygon,17,17094.05369821719,2085.0633375375387
0,polygon,18,17267.136459213798,2258.1460985341455
0,polygon,19,17803.693018303275,2950.477142520568
0,polygon,20,17976.775779299882,3642.8081865069917
0,polygon,21,18080.625435897844,4196.6730216961305
0,polygon,22,18115.241988097165,4456.297163191039
0,polygon,23,18115.241988097165,4646.688200287305
0,polygon,24,18063.317159798185,4906.312341782214
0,polygon,25,17924.8509510009,5183.244759376784
0,polygon,26,17682.53508560565,5633.259937967959
0,polygon,27,17561.377152908026,5927.500631662188
0,polygon,28,17440.219220210405,6152.508220957777
0,polygon,29,17301.75301141312,6360.207534153703
0,polygon,30,16938.279213320246,6862.14754104386
0,polygon,31,16695.963347924997,7208.313063037071
0,polygon,32,16470.95575862941,7364.087547934016
0,polygon,33,16280.564721533145,7398.704100133336
0,polygon,34,15744.008162443666,7485.24548063164
0,polygon,35,15397.842640450455,7554.4785850302815
0,polygon,36,15017.060566257922,7641.019965528585
0,polygon,37,14722.819872563692,7658.328241628245
0,polygon,38,14134.338485175233,7675.636517727906
0,polygon,39,13874.714343680324,7623.711689428925
0,polygon,40,13580.473649986094,7467.93720453198
0,polygon,41,13320.849508491185,7312.162719635035
0,polygon,42,12888.14260599967,7000.613749841144
0,polygon,43,12766.984673302048,6792.9144366452165
0,polygon,44,12697.751568903404,6550.598571249968
0,polygon,45,12490.052255707478,6671.756503947592
0,polygon,46,12386.202599109514,6827.530988844537
0,polygon,47,12126.578457614605,6965.997197641822
0,polygon,48,11901.570868319017,7069.846854239786
0,polygon,49,11572.713622425468,7467.93720453198
0,polygon,50,11451.555689727844,7675.636517727906
0,polygon,51,11382.3225853292,7848.719278724511
0,polygon,52,11295.781204830899,8073.7268680201
0,polygon,53,11140.006719933954,8333.351009515009
0,polygon,54,10914.999130638365,8696.82480760788
0,polygon,55,10689.991541342777,8887.215844704147
0,polygon,56,10499.600504246511,8956.448949102789
0,polygon,57,10326.517743249906,9025.682053501432
0,polygon,58,10309.209467150245,9475.697232092607
0,polygon,59,10257.284638851263,9666.088269188873
0,polygon,60,10118.81843005398,9804.554477986158
0,polygon,61,9911.119116858052,9873.7875823848
0,polygon,62,9703.419803662124,9804.554477986158
0,polygon,63,9530.33704266552,9718.013097487856
0,polygon,64,9339.946005569253,9579.546888690571
0,polygon,65,9011.088759675702,9250.689642797019
0,polygon,66,8907.239103077738,9025.682053501432
0,polygon,67,8716.84806598147,8731.441359807202
0,polygon,68,8474.532200586224,8714.133083707542
0,polygon,69,8093.750126393691,8627.591703209238
0,polygon,70,7851.434260998443,8506.433770511614
0,polygon,71,7661.043223902177,8385.27583781399
0,polygon,72,7349.4942541082855,8246.809629016705
0,polygon,73,7141.794940912359,8056.418591920439
0,polygon,74,6778.321142819487,7571.786861129944
0,polygon,75,6605.238381822881,7277.546167435712
0,polygon,76,6310.997688128651,7035.230302040465
0,polygon,77,6068.681822733403,6585.21512344929
0,polygon,78,5982.140442235101,6412.132362452683
0,polygon,79,5860.982509537476,6256.357877555738
0,polygon,80,5739.824576839852,5996.733736060831
0,polygon,81,5653.283196341549,5771.726146765242
0,polygon,82,5653.283196341549,5183.244759376783
0,polygon,83,5635.974920241889,4733.229580785606
0,polygon,84,5653.283196341549,4300.522678294092
0,polygon,85,5705.208024640531,3937.04888020122
0,polygon,86,5860.982509537476,3487.0337016100452
0,polygon,87,6051.373546633743,3192.7930079158155
0,polygon,88,6310.997688128651,2812.010933723282
0,polygon,89,6605.238381822881,2587.0033444276946
0,polygon,90,6882.17079941745,2465.8454117300716
0,polygon,91,7245.6445975103225,2379.304031231768
0,polygon,92,7799.509432699461,2379.304031231768
0,polygon,93,8630.306685483169,2483.153687829732
0,polygon,94,8959.16393137672,2587.003344427695
0,polygon,95,9166.863244572647,2812.0109337232825
0,polygon,96,9374.562557768575,2950.477142520567
0,polygon,97,9634.186699263482,3262.0261123144583
0,polygon,98,9738.036355861446,3417.8005972114033
0,polygon,99,9963.043945157035,3729.3495670052935
0,polygon,100,10084.201877854657,3885.1240519022385
0,polygon,101,10170.743258352959,4075.5150889985052
0,polygon,102,10395.75084764855,4421.680610991717
0,polygon,103,10620.758436944136,4663.996476386965
0,polygon,104,10776.53292184108,4785.154409084589
0,polygon,105,11053.46533943565,4802.4626851842495
0,polygon,106,11330.39775703022,4837.07923738357
0,polygon,107,11590.021898525127,4854.387513483232
0,polygon,108,11884.262592219358,4871.695789582893
0,polygon,109,12074.653629315624,4889.004065682553
1,polygon,0,18203.569893121527,14604.469188783796
1,polygon,1,18196.075829902544,14529.528556593978
1,polygon,2,18151.11145058865,13967.473815170335
1,polygon,3,18263.52239887338,13637.735033535133
1,polygon,4,18428.39178969098,13300.502188680948
1,polygon,5,18563.284927632656,13098.162481768437
1,polygon,6,18713.166192012293,13023.221849578618
1,polygon,7,19102.85747939935,12985.751533483708
1,polygon,8,19267.726870216953,12993.24559670269
1,polygon,9,19470.066577129466,13023.221849578618
1,polygon,10,20032.121318553105,13023.221849578618
1,polygon,11,20309.401657655435,13113.1506082064
1,polygon,12,20556.705743881837,13195.5853036152
1,polygon,13,20818.997956546205,13285.514062242984
1,polygon,14,20901.432651955005,13600.264717440223
1,polygon,15,20901.432651955005,13922.509435856446
1,polygon,16,20878.95046229806,14012.438194484228
1,polygon,17,20863.962335860095,15031.630792265763
1,polygon,18,20833.986082984167,15346.381447463002
1,polygon,19,20669.116692166564,17182.426936113567
1,polygon,20,20489.259174911,17512.16571774877
1,polygon,21,20174.50851971376,18141.667028143245
1,polygon,22,19964.674749582267,18448.923620121503
1,polygon,23,19709.876600136886,18703.721769566888
1,polygon,24,19589.971588633176,18733.698022442815
1,polygon,25,19380.13781850168,18748.686148880777
1,polygon,26,19155.315921932226,18778.66240175671
1,polygon,27,18930.49402536277,18823.626781070598
1,polygon,28,18645.719623041456,18853.603033946525
1,polygon,29,18353.451157501164,18876.08522360347
1,polygon,30,17911.30142758123,18913.55553969838
1,polygon,31,17678.985467792794,18928.543666136342
1,polygon,32,17559.080456289084,18928.543666136342
1,polygon,33,17476.64576088028,18906.0614764794
1,polygon,34,17371.728875814537,18808.638654632632
1,polygon,35,17191.871358558972,18568.828631625212
1,polygon,36,17109.43666315017,18276.56016608492
1,polygon,37,16937.073209113587,17954.315447668698
1,polygon,38,16862.132576923766,17751.97574075619
1,polygon,39,16824.66226082886,17602.09447637655
1,polygon,40,16734.733502201074,17422.236959120986
1,polygon,41,16517.405668850603,16890.15847057327
1,polygon,42,16412.488783784855,16260.657160178793
