index,shape-type,vertex-index,axis-0,axis-1
0,rectangle,0,5536.575712120387,2071.025846887309
0,rectangle,1,5536.575712120387,10500.947873930982
0,rectangle,2,13538.415761228245,10500.947873930982
0,rectangle,3,13538.415761228245,2071.025846887309
1,rectangle,0,13862.521438868218,5331.034755783104
1,rectangle,1,13862.521438868218,13760.956782826775
1,rectangle,2,20684.091854464485,13760.956782826775
1,rectangle,3,20684.091854464485,5331.034755783104
2,rectangle,0,1690.6699927175378,10555.991660119016
2,rectangle,1,1690.6699927175378,19656.47846959471
2,rectangle,2,13976.327185509725,19656.47846959471
2,rectangle,3,13976.327185509725,10555.991660119016
