,index,axis-0,axis-1
0,0,1834,1848
1,0,9391,1848
2,0,9391,10334
3,0,1834,10334
4,1,10127,8543
5,1,17805,8543
6,1,17805,16739
7,1,10127,16739
8,2,1757,13108
9,2,9092,13108
10,2,9092,20164
11,2,1757,20164
