,index,axis-0,axis-1
0,0,3336,1344
1,0,13093,1344
2,0,13093,9068
3,0,3336,9068
4,1,14968,5637
5,1,22184,5637
6,1,22184,16344
7,1,14968,16344
8,2,4775,9996
9,2,12275,9996
10,2,12275,18689
11,2,4775,18689
